,Unnamed: 0,iteration,game_name,game_params,init_time,total_time,times,level,load
67,67,7,Apex,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'window_names': ['Apex Legends']}",2022-03-19 16:44:15.307092480,46.3894312382,"[1.7596492767333984, 31.716795206069946, 39.05862832069397, 41.11708211898804, 46.0552031993866]",4.9381210804,37.298979044
68,68,8,Apex,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'window_names': ['Apex Legends']}",2022-03-19 16:45:23.190796288,45.5763828754,"[1.7277896404266357, 31.585047483444214, 38.955692768096924, 41.045576095581055, 45.25424075126648]",4.2086646557,37.2279031277
69,69,9,Apex,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'window_names': ['Apex Legends']}",2022-03-19 16:46:30.274500608,46.8127627373,"[1.7585303783416748, 30.777310371398926, 39.469921350479126, 41.54121446609497, 46.46817684173584]",4.9269623756000005,37.7113909721
70,70,0,CSGO,"{'process_name': ['csgo.exe'], 'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Counter-Strike: Global Offensive']}",2022-03-19 16:47:38.561305600,62.1636404991,"[1.8044252395629883, 26.20156216621399, 28.228709936141968, 30.240550756454468, 32.27949810028076, 59.74110960960388, 61.829896450042725]",27.4616115093,2.0271477699
71,71,1,CSGO,"{'process_name': ['csgo.exe'], 'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Counter-Strike: Global Offensive']}",2022-03-19 16:49:03.036607488,50.0838479996,"[1.7575194835662842, 21.935168981552124, 23.972744941711426, 25.995800495147705, 28.03932285308838, 47.67472171783447, 49.76120138168335]",19.6353988647,2.0375759602
72,72,2,CSGO,"{'process_name': ['csgo.exe'], 'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Counter-Strike: Global Offensive']}",2022-03-19 16:50:15.255900416,50.7969148159,"[1.7728607654571533, 22.698702573776245, 24.739704847335815, 26.762757778167725, 28.791486024856567, 48.38815450668335, 50.46181130409241]",19.5966684818,2.0410022736
73,73,3,CSGO,"{'process_name': ['csgo.exe'], 'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Counter-Strike: Global Offensive']}",2022-03-19 16:51:28.420905984,55.150570631,"[1.7729125022888184, 21.902629613876343, 23.943305015563965, 25.965964794158936, 27.992400646209717, 49.786956787109375, 54.83248686790466]",21.7945561409,2.0406754017
74,74,4,CSGO,"{'process_name': ['csgo.exe'], 'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Counter-Strike: Global Offensive']}",2022-03-19 16:52:45.755746048,49.9345579147,"[1.758906364440918, 22.551093101501465, 24.607553243637085, 26.631651163101196, 28.63761615753174, 47.5515615940094, 49.602936029434204]",18.9139454365,2.0564601421
75,75,5,CSGO,"{'process_name': ['csgo.exe'], 'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Counter-Strike: Global Offensive']}",2022-03-19 16:53:57.923394304,49.9855985641,"[1.7712602615356445, 22.58434820175171, 24.625258445739746, 26.645527124404907, 28.67061448097229, 47.58743453025818, 49.6636176109314]",18.9168200493,2.040910244
76,76,6,CSGO,"{'process_name': ['csgo.exe'], 'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Counter-Strike: Global Offensive']}",2022-03-19 16:55:10.190963712,50.6094079018,"[1.7561564445495605, 22.582239151000977, 24.604569911956787, 26.628530025482178, 28.653656005859375, 48.182876110076904, 50.28427767753601]",19.5292201042,2.022330761
77,77,7,CSGO,"{'process_name': ['csgo.exe'], 'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Counter-Strike: Global Offensive']}",2022-03-19 16:56:23.122611968,49.1573810577,"[1.7572362422943115, 22.61789083480835, 24.643298625946045, 26.66386651992798, 28.693930625915527, 46.78886651992798, 48.83454775810242]",18.094935894,2.0254077911
78,78,8,CSGO,"{'process_name': ['csgo.exe'], 'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Counter-Strike: Global Offensive']}",2022-03-19 16:57:34.539604992,63.016523838,"[1.773003339767456, 22.619372129440308, 24.661484956741333, 26.67916989326477, 28.70815920829773, 56.888120889663696, 62.694355726242065]",28.1799616814,2.0421128273
79,79,9,CSGO,"{'process_name': ['csgo.exe'], 'move_time': 0.5, 'kill_mode': 'os', 'window_names': ['Counter-Strike: Global Offensive']}",2022-03-19 16:58:59.625435648,49.2066824436,"[1.7575769424438477, 22.634596824645996, 24.671481370925903, 26.693889617919922, 28.707000494003296, 46.81217932701111, 48.871578216552734]",18.105178833,2.0368845463
